"V1"
-1.44694948196411
-1.14960265159607
-1.58312022686005
-1.19857907295227
-0.751179277896881
-1.85229241847992
-1.81021404266357
-1.34611511230469
-1.34611511230469
-1.34611511230469
-1.33241522312164
-1.19270706176758
-1.15843343734741
-1.04731738567352
-0.912865042686462
-0.902257323265076
-0.822057485580444
