"V1"
-1.26779532432556
-1.01400482654572
-1.08500051498413
-1.29606103897095
-1.36930966377258
-1.30174314975739
-1.00306594371796
-1.10199558734894
-1.05572271347046
-0.968069136142731
-0.920954704284668
-0.902901411056519
-0.852885544300079
-0.845681607723236
-0.808692216873169
