"time","level"
"1",2008-11-09,849.587263157895
"2",2008-11-10,849.543684210526
"3",2008-11-11,849.511578947368
"4",2008-11-12,849.510631578947
"5",2008-11-13,849.503157894737
"6",2008-11-14,849.52
"7",2008-11-15,849.502631578947
"8",2008-11-16,849.464210526316
"9",2008-11-17,849.420631578947
"10",2008-11-18,849.357684210526
"11",2008-11-19,849.324315789474
"12",2008-11-20,849.297368421053
"13",2008-11-21,849.227157894737
"14",2008-11-22,849.165894736842
"15",2008-11-23,849.128947368421
"16",2008-11-24,849.130736842105
"17",2008-11-25,849.088315789474
"18",2008-11-26,849.040105263158
"19",2008-11-27,849.024947368421
"20",2008-11-28,848.983052631579
"21",2008-11-29,848.932421052632
"22",2008-11-30,848.921263157895
"23",2008-12-01,848.947157894737
"24",2008-12-02,848.827684210526
"25",2008-12-03,848.824315789474
"26",2008-12-04,848.791578947369
"27",2008-12-30,848.660315789474
"28",2008-12-31,848.663292682927
"29",2009-01-01,848.657789473684
"30",2009-01-02,848.648842105263
"31",2009-01-03,848.633894736842
"32",2009-01-04,848.626947368421
"33",2009-01-05,848.613263157895
"34",2009-01-06,848.600631578947
"35",2009-01-07,848.587263157895
"36",2009-01-08,848.569789473684
"37",2009-01-09,848.571052631579
"38",2009-01-10,848.561052631579
"39",2009-01-11,848.541157894737
"40",2009-01-12,848.526631578947
"41",2009-01-13,848.517684210526
"42",2009-01-14,848.507684210526
"43",2009-01-15,848.495473684211
"44",2009-01-16,848.485578947368
"45",2009-01-17,848.464526315789
"46",2009-01-18,848.445684210526
"47",2009-01-19,848.432736842105
"48",2009-01-20,848.416947368421
"49",2009-01-21,848.399157894737
"50",2009-01-22,848.385789473684
"51",2009-01-23,848.378210526316
"52",2009-01-24,848.37252631579
"53",2009-01-25,848.367789473684
"54",2009-01-26,848.360947368421
"55",2009-01-27,848.355263157895
"56",2009-01-28,848.350842105263
"57",2009-01-29,848.345157894737
"58",2009-01-30,848.339684210526
"59",2009-01-31,848.331368421053
"60",2009-02-01,848.325473684211
"61",2009-02-02,848.321473684211
"62",2009-02-03,848.314315789474
"63",2009-02-04,848.30852631579
"64",2009-02-05,848.30052631579
"65",2009-02-06,848.294631578947
"66",2009-02-07,848.291789473684
"67",2009-02-08,848.307578947368
"68",2009-02-09,848.334947368421
"69",2009-02-10,848.417473684211
"70",2009-02-11,848.590842105263
"71",2009-02-12,848.727578947368
"72",2009-02-13,848.805684210526
"73",2009-02-14,848.838
"74",2009-02-15,848.845157894737
"75",2009-02-16,848.838421052632
"76",2009-02-17,848.833157894737
"77",2009-02-18,848.848315789474
"78",2009-02-19,848.838947368421
"79",2009-02-20,848.835473684211
"80",2009-02-21,848.874421052632
"81",2009-02-22,848.889473684211
"82",2009-02-23,848.896
"83",2009-02-24,848.902421052632
"84",2009-02-25,848.91
"85",2009-02-26,848.971263157895
"86",2009-02-27,849.187684210526
"87",2009-02-28,849.336
"88",2009-03-01,849.419368421053
"89",2009-03-02,849.456947368421
"90",2009-03-03,849.475578947368
"91",2009-03-04,849.492736842105
"92",2009-03-05,849.510947368421
"93",2009-03-06,849.548
"94",2009-03-07,849.660421052632
"95",2009-03-08,849.898791208791
"96",2009-03-09,850.168315789474
"97",2009-03-10,850.441368421053
"98",2009-03-11,850.636421052632
"99",2009-03-12,850.733684210526
"100",2009-03-13,850.766105263158
"101",2009-03-14,850.751894736842
"102",2009-03-15,850.731157894737
"103",2009-03-16,850.698947368421
"104",2009-03-17,850.669052631579
"105",2009-03-18,850.649157894737
"106",2009-03-19,850.615894736842
"107",2009-03-20,850.576
"108",2009-03-21,850.538631578947
"109",2009-03-22,850.503578947368
"110",2009-03-23,850.471052631579
"111",2009-03-24,850.547157894737
"112",2009-03-25,850.738526315789
"113",2009-03-26,850.801473684211
"114",2009-03-27,850.819368421053
"115",2009-03-28,850.837894736842
"116",2009-03-29,850.862967032967
"117",2009-03-30,850.837157894737
"118",2009-03-31,850.866947368421
"119",2009-04-01,850.897473684211
"120",2009-04-02,850.9
"121",2009-04-03,850.902105263158
"122",2009-04-04,850.877789473684
"123",2009-04-05,850.850526315789
"124",2009-04-06,850.832315789474
"125",2009-04-07,850.777052631579
"126",2009-04-08,850.708842105263
"127",2009-04-09,850.658736842105
"128",2009-04-10,850.610736842105
"129",2009-04-11,850.547157894737
"130",2009-04-12,850.488947368421
"131",2009-04-13,850.429157894737
"132",2009-04-14,850.376842105263
"133",2009-04-15,850.314421052632
"134",2009-04-16,850.259368421053
"135",2009-04-17,850.200631578947
"136",2009-04-18,850.148105263158
"137",2009-04-19,850.124
"138",2009-04-20,850.138947368421
"139",2009-04-21,850.138210526316
"140",2009-04-22,850.092105263158
"141",2009-04-23,850.04
"142",2009-04-24,849.993263157895
"143",2009-04-25,850.022526315789
"144",2009-04-26,850.273368421053
"145",2009-04-27,850.418421052632
"146",2009-04-28,850.470736842105
"147",2009-04-29,850.481052631579
"148",2009-04-30,850.503684210526
"149",2009-05-01,850.522
"150",2009-05-02,850.508526315789
"151",2009-05-03,850.489368421053
"152",2009-05-04,850.464947368421
"153",2009-05-05,850.422842105263
"154",2009-05-06,850.376421052632
"155",2009-05-07,850.378842105263
"156",2009-05-08,850.348842105263
"157",2009-05-09,850.464736842105
"158",2009-05-10,850.486736842105
"159",2009-05-11,850.469263157895
"160",2009-05-12,850.419789473684
"161",2009-05-13,850.399157894737
"162",2009-05-14,850.496421052632
"163",2009-05-15,850.508
"164",2009-05-16,850.515368421053
"165",2009-05-17,850.460631578947
"166",2009-05-18,850.408
"167",2009-05-19,850.368315789474
"168",2009-05-20,850.330421052632
"169",2009-05-21,850.297894736842
"170",2009-05-22,850.270421052632
"171",2009-05-23,850.244526315789
"172",2009-05-24,850.219263157895
"173",2009-05-25,850.163894736842
"174",2009-05-26,850.128631578947
"175",2009-05-27,850.152526315789
"176",2009-05-28,850.146947368421
"177",2009-05-29,850.118526315789
"178",2009-05-30,850.088842105263
"179",2009-05-31,850.049578947368
"180",2009-06-01,850.018947368421
"181",2009-06-02,849.981263157895
"182",2009-06-03,849.949578947368
"183",2009-06-04,849.909684210526
"184",2009-06-05,849.882105263158
"185",2009-06-06,849.846947368421
"186",2009-06-07,849.823052631579
"187",2009-06-08,849.977894736842
"188",2009-06-09,850.017263157895
"189",2009-06-10,850.019473684211
"190",2009-06-11,850.013578947368
"191",2009-06-12,849.999789473684
"192",2009-06-13,849.996736842105
"193",2009-06-14,849.985473684211
"194",2009-06-15,849.962105263158
"195",2009-06-16,849.932421052632
"196",2009-06-17,849.935789473684
"197",2009-06-18,849.93852631579
"198",2009-06-19,850.116210526316
"199",2009-06-20,850.223157894737
"200",2009-06-21,850.25
"201",2009-06-22,850.263368421053
"202",2009-06-23,850.275894736842
"203",2009-06-24,850.282842105263
"204",2009-06-25,850.281473684211
"205",2009-06-26,850.265473684211
"206",2009-06-27,850.233789473684
"207",2009-06-28,850.234210526316
"208",2009-06-29,850.189052631579
"209",2009-06-30,850.148105263158
"210",2009-07-01,850.119789473684
"211",2009-07-02,850.097789473684
"212",2009-07-03,850.081263157895
"213",2009-07-04,850.069578947368
"214",2009-07-05,850.065052631579
"215",2009-07-06,850.055052631579
"216",2009-07-07,850.033157894737
"217",2009-07-08,850.006947368421
"218",2009-07-09,849.995052631579
"219",2009-07-10,850.000736842105
"220",2009-07-11,850.026736842105
"221",2009-07-12,850.007263157895
"222",2009-07-13,849.99747368421
"223",2009-07-14,849.964421052632
"224",2009-07-15,849.976736842105
"225",2009-07-16,849.974736842105
"226",2009-07-17,849.943157894737
"227",2009-07-18,849.916736842105
"228",2009-07-19,849.901789473684
"229",2009-07-20,849.894631578947
"230",2009-07-21,849.901684210526
"231",2009-07-22,849.946105263158
"232",2009-07-23,849.959473684211
"233",2009-07-24,849.964315789474
"234",2009-07-25,849.978421052632
"235",2009-07-26,849.970631578947
"236",2009-07-27,849.962421052632
"237",2009-07-28,849.966736842105
"238",2009-07-29,849.953473684211
"239",2009-07-30,849.955684210526
"240",2009-07-31,849.956105263158
"241",2009-08-01,849.945368421053
"242",2009-08-02,849.926
"243",2009-08-03,849.913684210526
"244",2009-08-04,849.918105263158
"245",2009-08-05,849.908
"246",2009-08-06,849.899789473684
"247",2009-08-07,849.892631578947
"248",2009-08-08,849.963157894737
"249",2009-08-09,850.028947368421
"250",2009-08-10,850.061789473684
"251",2009-08-11,850.070454545455
"252",2009-08-12,850.068631578947
"253",2009-08-13,850.060736842105
"254",2009-08-14,850.051894736842
"255",2009-08-15,850.041052631579
"256",2009-08-16,850.031052631579
"257",2009-08-17,850.03852631579
"258",2009-08-18,850.047578947368
"259",2009-08-19,850.02052631579
"260",2009-08-20,850.045157894737
"261",2009-08-21,850.047263157895
"262",2009-08-22,850.031263157895
"263",2009-08-23,850.018210526316
"264",2009-08-24,850.009684210526
"265",2009-08-25,850.000526315789
"266",2009-08-26,850.000736842105
"267",2009-08-27,849.993684210526
"268",2009-08-28,849.994947368421
"269",2009-08-29,850.022947368421
"270",2009-08-30,849.986421052632
"271",2009-08-31,849.973263157895
"272",2009-09-01,849.968421052632
"273",2009-09-02,849.961473684211
"274",2009-09-03,849.956631578947
"275",2009-09-04,849.950631578947
"276",2009-09-05,849.939894736842
"277",2009-09-06,849.929578947368
"278",2009-09-07,849.922947368421
"279",2009-09-08,849.910736842105
"280",2009-09-09,849.898842105263
"281",2009-09-10,849.888
"282",2009-09-11,849.876210526316
"283",2009-09-12,849.866736842105
"284",2009-09-13,849.859684210526
"285",2009-09-14,849.852
"286",2009-09-15,849.843789473684
"287",2009-09-16,849.821473684211
"288",2009-09-17,849.805263157895
"289",2009-09-18,849.799473684211
"290",2009-09-19,849.786315789474
"291",2009-09-20,849.777473684211
"292",2009-09-21,849.790631578947
"293",2009-09-22,849.936315789474
"294",2009-09-23,850.152421052632
"295",2009-09-24,850.202421052632
"296",2009-09-25,850.213684210526
"297",2009-09-26,850.224526315789
"298",2009-09-27,850.225263157895
"299",2009-09-28,850.289263157895
"300",2009-09-29,850.210947368421
"301",2009-09-30,850.170947368421
"302",2009-10-01,850.14652631579
"303",2009-10-02,850.177368421053
"304",2009-10-03,850.178105263158
"305",2009-10-04,850.160842105263
"306",2009-10-05,850.133368421053
"307",2009-10-06,850.150842105263
"308",2009-10-07,850.124105263158
