"time","level"
"1",2013-01-01,844.096736842105
"2",2013-01-02,844.074631578947
"3",2013-01-03,844.060421052632
"4",2013-01-04,844.041157894737
"5",2013-01-05,844.026105263158
"6",2013-01-06,844.015052631579
"7",2013-01-07,844.006631578947
"8",2013-01-08,843.992872340425
"9",2013-01-09,843.984947368421
"10",2013-01-10,843.976210526316
"11",2013-01-11,843.996
"12",2013-01-12,844.023894736842
"13",2013-01-13,844.047157894737
"14",2013-01-14,844.038631578947
"15",2013-01-15,844.024105263158
"16",2013-01-16,844.016105263158
"17",2013-01-17,844.004210526316
"18",2013-01-18,843.99
"19",2013-01-19,843.986
"20",2013-01-20,843.978315789474
"21",2013-01-21,843.962631578947
"22",2013-01-22,843.943578947368
"23",2013-01-23,843.927872340425
"24",2013-01-24,843.916631578947
"25",2013-01-25,843.911578947368
"26",2013-01-26,843.901578947368
"27",2013-01-27,843.902526315789
"28",2013-01-28,843.917684210526
"29",2013-01-29,844.077157894737
"30",2013-01-30,844.332947368421
"31",2013-01-31,844.412842105263
"32",2013-02-01,844.402631578947
"33",2013-02-02,844.404842105263
"34",2013-02-03,844.397052631579
"35",2013-02-04,844.377368421053
"36",2013-02-05,844.36
"37",2013-02-06,844.334255319149
"38",2013-02-07,844.332127659574
"39",2013-02-08,844.343368421053
"40",2013-02-09,844.315263157895
"41",2013-02-10,844.320947368421
"42",2013-02-11,844.415368421053
"43",2013-02-12,844.447894736842
"44",2013-02-13,844.442526315789
"45",2013-02-14,844.433578947368
"46",2013-02-15,844.412526315789
"47",2013-02-16,844.383263157895
"48",2013-02-17,844.348947368421
"49",2013-02-18,844.326315789474
"50",2013-02-19,844.344
"51",2013-02-20,844.318210526316
"52",2013-02-21,844.285263157895
"53",2013-02-22,844.276315789474
"54",2013-02-23,844.249789473684
"55",2013-02-24,844.226947368421
"56",2013-02-25,844.205789473684
"57",2013-02-26,844.194947368421
"58",2013-02-27,844.224421052632
"59",2013-02-28,844.221157894737
"60",2013-03-01,844.199789473684
"61",2013-03-02,844.181157894737
"62",2013-03-09,844.112842105263
"63",2013-03-12,844.633263157895
"64",2013-03-13,844.659893617021
"65",2013-03-14,844.664315789474
"66",2013-03-15,844.666947368421
"67",2013-03-16,844.682631578947
"68",2013-03-17,844.690105263158
"69",2013-03-18,844.710421052632
"70",2013-03-19,844.732127659574
"71",2013-03-20,844.726666666667
"72",2013-03-21,844.716526315789
"73",2013-03-22,844.705894736842
"74",2013-03-23,844.700947368421
"75",2013-03-24,844.699368421053
"76",2013-03-25,844.704421052631
"77",2013-03-26,844.700212765957
"78",2013-03-27,844.707157894737
"79",2013-03-28,844.729263157895
"80",2013-03-29,844.777578947368
"81",2013-03-30,844.844947368421
"82",2013-03-31,844.924615384615
"83",2013-04-01,844.968315789474
"84",2013-04-02,844.965894736842
"85",2013-04-03,844.953894736842
"86",2013-04-04,844.944842105263
"87",2013-04-05,844.941052631579
"88",2013-04-06,844.934105263158
"89",2013-04-07,844.943473684211
"90",2013-04-08,844.978842105263
"91",2013-04-09,845.100842105263
"92",2013-04-10,845.383789473684
"93",2013-04-11,845.555894736842
"94",2013-04-12,845.639684210526
"95",2013-04-13,845.643473684211
"96",2013-04-14,845.606781609195
"97",2013-04-15,845.630210526316
"98",2013-04-16,845.617368421053
"99",2013-04-17,845.614736842105
"100",2013-04-18,845.773578947368
"101",2013-04-19,845.847894736842
"102",2013-04-20,845.809789473684
"103",2013-04-21,845.741382978723
"104",2013-04-22,845.683263157895
"105",2013-04-23,845.639473684211
"106",2013-04-24,845.582315789474
"107",2013-04-25,845.522315789474
"108",2013-04-26,845.446210526316
"109",2013-04-27,845.393368421053
"110",2013-04-28,845.350315789474
"111",2013-04-29,845.307578947368
"112",2013-04-30,845.262105263158
"113",2013-05-01,845.224947368421
"114",2013-05-02,845.202526315789
"115",2013-05-03,845.221052631579
"116",2013-05-04,845.223894736842
"117",2013-05-05,845.20747368421
"118",2013-05-06,845.182315789474
"119",2013-05-07,845.155368421053
"120",2013-05-08,845.119684210526
"121",2013-05-09,845.102631578947
"122",2013-05-10,845.237052631579
"123",2013-05-11,845.265894736842
"124",2013-05-12,845.232
"125",2013-05-13,845.171263157895
"126",2013-05-14,845.118736842105
"127",2013-05-15,845.086421052632
"128",2013-05-16,845.054736842105
"129",2013-05-17,845.044736842105
"130",2013-05-18,845.044526315789
"131",2013-05-19,845.001684210526
"132",2013-05-20,845.013368421053
"133",2013-05-21,845.011578947368
"134",2013-05-22,844.997578947368
"135",2013-05-23,844.981368421053
"136",2013-05-24,844.919368421053
"137",2013-05-25,844.856276595745
"138",2013-05-26,844.804
"139",2013-05-27,844.779578947368
"140",2013-05-28,844.827157894737
"141",2013-05-29,844.871263157895
"142",2013-05-30,844.891263157895
"143",2013-05-31,844.954736842105
"144",2013-06-01,844.977473684211
"145",2013-06-02,844.978736842105
"146",2013-06-03,844.966842105263
"147",2013-06-04,844.941789473684
"148",2013-06-05,844.937157894737
"149",2013-06-06,844.954736842105
"150",2013-06-07,844.957894736842
"151",2013-06-08,844.955368421053
"152",2013-06-09,844.955052631579
