"time","rn","level","se"
2024-01-22,0,843.899680908454,0.0537357754463816
2024-01-23,0.244094488188976,843.899040640201,0.0538212713370898
2024-01-26,0.303149606299213,843.898885735634,0.0538893184175635
2024-01-26,0.303149606299213,843.898885735634,0.0538893184175635
2024-01-26,0.21259842519685,843.899123255766,0.0537919656557779
2024-01-26,0.21259842519685,843.899123255766,0.0537919656557779
2024-01-26,0.21259842519685,843.899123255766,0.0537919656557779
2024-01-26,0.21259842519685,843.899123255766,0.0537919656557779
2024-01-26,0.21259842519685,843.899123255766,0.0537919656557779
2024-01-26,0.21259842519685,843.899123255766,0.0537919656557779
2024-01-26,0.21259842519685,843.899123255766,0.0537919656557779
2024-02-26,0,843.526710153363,0.0732328532946508
2024-02-26,0,843.526710153363,0.0732328532946508
2024-02-26,0,843.526710153363,0.0732328532946508
2024-02-26,0,843.526710153363,0.0732328532946508
2024-03-01,0,843.517833788927,0.0734183748884576
2024-03-02,0,843.517833788927,0.0734183748884576
2024-03-05,0.440944881889764,843.519427088527,0.0734394471963805
2024-03-06,0,843.521806818244,0.073469482006047
2024-03-08,0.275590551181102,843.520319466819,0.0734345033173887
2024-03-10,0,843.790676264631,0.0703387875986496
2024-03-11,0,843.790676264631,0.0703387875986496
2024-03-13,0.0708661417322835,843.902349070431,0.0687876202789378
2024-03-28,0,844.592658623731,0.0610730557424628
2024-04-01,0.228346456692913,844.828182717421,0.0592580519932055
2024-04-02,1.34251968503937,844.822169614165,0.0599994342592556
2024-04-03,0.425196850393701,844.827120355864,0.059291749266072
2024-04-05,0,845.247741528953,0.0584121108639905
2024-04-05,0,845.247741528953,0.0584121108639905
2024-04-08,0,845.18426101588,0.0579638444858787
2024-04-09,0,845.18426101588,0.0579638444858787
2024-04-16,0.822834645669291,844.768229897761,0.0576199718620595
2024-04-19,0,844.76797723659,0.0575701898607932
2024-05-02,0.0748031496062992,844.941072998017,0.0591544292003511
2024-05-07,0.523622047244095,844.889693606111,0.0592947878908094
2024-05-10,0.0275590551181102,844.939738438502,0.0600593063801375
2024-05-13,0.015748031496063,845.030647720494,0.0597380594249539
2024-05-14,0.0275590551181102,845.030583980039,0.0597345248149658
2024-05-18,0,844.88141351217,0.0613573858759534
2024-05-29,0,845.595869657945,0.0591320247528188
2024-05-31,0,845.616228054113,0.0593703890982712
2024-06-01,0.21259842519685,845.615080673053,0.0593590712645318
2024-06-04,0,845.646655001929,0.0592380792664303
2024-06-07,0,846.060071281729,0.0613034735204294
2024-06-09,0,846.019256437693,0.0617875242841591
2024-06-21,2.11417322834646,845.861571118368,0.0629002282878465
2024-06-27,0,846.389356215206,0.0680922163036171
2024-06-28,0.452755905511811,846.369357593252,0.0686772288141588
2024-07-04,0,846.618088760284,0.0697749423908756
2024-07-09,0,846.948481902736,0.0761613237741808
2024-07-10,0.0748031496062992,846.930841312887,0.0759033320208731
2024-07-11,0.145669291338583,846.927627421584,0.0758439567777853
2024-07-12,0,846.933818401731,0.0753919438076638
2024-07-13,0.0393700787401575,846.931435182996,0.0754767928139869
2024-07-14,0,846.933310543699,0.0754440782754294
2024-07-15,0,846.93283950155,0.0754325223222823
