"V1"
-0.901048362255096
-2.1799738407135
-2.03409218788147
-1.35175728797913
-1.42159080505371
-1.23589909076691
-1.37349200248718
-1.32739222049713
-1.42916977405548
-1.64199125766754
-1.79360377788544
